"juri_nombre","departamento_nombre","sexo_nombre","juri_codigo","departamento_codigo","sexo_codigo","ano","poblacion"
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2010",557025
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2011",561349
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2012",565509
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2013",569911
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2014",574263
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2015",578513
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2016",582541
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2017",586564
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2018",590418
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2019",594270
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2020",597969
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2021",601618
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2022",605271
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2023",608878
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2024",612438
"Buenos Aires","Almirante Brown","Ambos sexos","06","028","0","2025",616000
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2010",345752
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2011",346847
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2012",347924
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2013",348999
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2014",350080
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2015",351165
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2016",352246
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2017",353273
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2018",354314
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2019",355352
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2020",356392
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2021",357440
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2022",358512
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2023",359550
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2024",360583
"Buenos Aires","Avellaneda","Ambos sexos","06","035","0","2025",361532
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2010",326109
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2011",330277
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2012",334458
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2013",338647
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2014",342682
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2015",346658
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2016",350578
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2017",354447
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2018",358262
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2019",362021
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2020",365771
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2021",369294
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2022",372889
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2023",376431
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2024",379921
"Buenos Aires","Berazategui","Ambos sexos","06","091","0","2025",383458
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2010",300785
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2011",308861
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2012",316567
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2013",323806
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2014",331031
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2015",337890
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2016",344795
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2017",351564
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2018",358342
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2019",364641
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2020",370900
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2021",377237
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2022",383538
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2023",389731
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2024",395856
"Buenos Aires","Esteban Echeverría","Ambos sexos","06","260","0","2025",402021
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2010",163287
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2011",169284
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2012",175333
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2013",181122
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2014",186842
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2015",192430
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2016",197895
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2017",203292
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2018",208615
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2019",213864
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2020",219031
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2021",224228
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2022",229276
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2023",234233
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2024",239220
"Buenos Aires","Ezeiza","Ambos sexos","06","270","0","2025",244167
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2010",426738
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2011",436751
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2012",446287
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2013",455672
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2014",464939
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2015",473950
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2016",482757
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2017",491652
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2018",500225
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2019",508671
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2020",517082
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2021",525270
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2022",533446
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2023",541606
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2024",549812
"Buenos Aires","Florencio Varela","Ambos sexos","06","274","0","2025",557936
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2010",418017
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2011",418790
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2012",419531
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2013",420271
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2014",421009
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2015",421725
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2016",422440
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2017",423153
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2018",423877
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2019",424567
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2020",425265
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2021",425911
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2022",426556
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2023",427191
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2024",427783
"Buenos Aires","General San Martín","Ambos sexos","06","371","0","2025",428283
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2010",182604
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2011",183764
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2012",184914
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2013",186052
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2014",187174
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2015",188280
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2016",189371
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2017",190447
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2018",191508
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2019",192554
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2020",193583
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2021",194597
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2022",195596
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2023",196582
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2024",197553
"Buenos Aires","Hurlingham","Ambos sexos","06","408","0","2025",198509
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2010",169038
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2011",170292
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2012",171536
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2013",172766
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2014",173981
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2015",175177
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2016",176356
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2017",177521
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2018",178670
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2019",179801
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2020",180914
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2021",182011
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2022",182993
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2023",183959
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2024",184910
"Buenos Aires","Ituzaingó","Ambos sexos","06","410","0","2025",185845
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2010",267275
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2011",271557
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2012",275801
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2013",279999
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2014",284145
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2015",288228
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2016",292304
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2017",296279
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2018",300035
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2019",303896
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2020",307443
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2021",311187
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2022",314878
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2023",318364
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2024",321710
"Buenos Aires","José C. Paz","Ambos sexos","06","412","0","2025",324990
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2010",1777530
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2011",1830526
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2012",1883251
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2013",1935394
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2014",1986784
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2015",2037428
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2016",2087359
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2017",2136695
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2018",2185597
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2019",2233860
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2020",2281194
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2021",2327874
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2022",2374149
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2023",2419872
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2024",2464843
"Buenos Aires","La Matanza","Ambos sexos","06","427","0","2025",2509547
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2010",463555
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2011",463478
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2012",463401
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2013",463325
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2014",463251
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2015",463178
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2016",463106
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2017",463034
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2018",462964
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2019",462895
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2020",462827
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2021",462760
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2022",462693
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2023",462628
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2024",462564
"Buenos Aires","Lanús","Ambos sexos","06","434","0","2025",462501
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2010",621440
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2011",624289
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2012",627150
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2013",630029
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2014",632842
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2015",635593
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2016",638287
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2017",640916
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2018",643437
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2019",645880
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2020",648312
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2021",650678
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2022",652937
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2023",655122
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2024",657218
"Buenos Aires","Lomas de Zamora","Ambos sexos","06","490","0","2025",659249
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2010",324358
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2011",328087
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2012",331834
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2013",335491
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2014",339152
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2015",342798
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2016",346406
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2017",349867
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2018",353281
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2019",356643
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2020",359953
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2021",363263
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2022",366479
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2023",369648
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2024",372771
"Buenos Aires","Malvinas Argentinas","Ambos sexos","06","515","0","2025",375896
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2010",531609
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2011",539009
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2012",546383
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2013",554007
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2014",561566
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2015",569165
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2016",576737
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2017",584267
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2018",591763
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2019",599119
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2020",606413
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2021",613509
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2022",620307
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2023",626975
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2024",633540
"Buenos Aires","Merlo","Ambos sexos","06","539","0","2025",639681
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2010",454416
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2011",463151
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2012",472015
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2013",481041
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2014",489912
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2015",498713
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2016",507403
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2017",516093
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2018",524675
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2019",533292
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2020",541691
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2021",549930
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2022",558068
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2023",566103
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2024",574034
"Buenos Aires","Moreno","Ambos sexos","06","560","0","2025",581729
"Buenos Aires","Morón","Ambos sexos","06","568","0","2010",324279
"Buenos Aires","Morón","Ambos sexos","06","568","0","2011",323680
"Buenos Aires","Morón","Ambos sexos","06","568","0","2012",323076
"Buenos Aires","Morón","Ambos sexos","06","568","0","2013",322489
"Buenos Aires","Morón","Ambos sexos","06","568","0","2014",321920
"Buenos Aires","Morón","Ambos sexos","06","568","0","2015",321351
"Buenos Aires","Morón","Ambos sexos","06","568","0","2016",320781
"Buenos Aires","Morón","Ambos sexos","06","568","0","2017",320218
"Buenos Aires","Morón","Ambos sexos","06","568","0","2018",319674
"Buenos Aires","Morón","Ambos sexos","06","568","0","2019",319138
"Buenos Aires","Morón","Ambos sexos","06","568","0","2020",318632
"Buenos Aires","Morón","Ambos sexos","06","568","0","2021",318104
"Buenos Aires","Morón","Ambos sexos","06","568","0","2022",317584
"Buenos Aires","Morón","Ambos sexos","06","568","0","2023",317073
"Buenos Aires","Morón","Ambos sexos","06","568","0","2024",316559
"Buenos Aires","Morón","Ambos sexos","06","568","0","2025",316073
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2010",586462
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2011",594412
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2012",602436
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2013",610259
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2014",618106
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2015",626006
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2016",633913
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2017",641742
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2018",649480
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2019",657123
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2020",664783
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2021",672199
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2022",679375
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2023",686466
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2024",693277
"Buenos Aires","Quilmes","Ambos sexos","06","658","0","2025",699997
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2010",164452
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2011",165554
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2012",166646
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2013",167726
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2014",168793
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2015",169844
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2016",170880
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2017",171902
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2018",172911
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2019",173904
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2020",174883
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2021",175845
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2022",176795
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2023",177731
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2024",178654
"Buenos Aires","San Fernando","Ambos sexos","06","749","0","2025",179563
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2010",295894
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2011",295428
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2012",294992
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2013",294597
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2014",294215
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2015",293848
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2016",293496
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2017",293157
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2018",292831
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2019",292520
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2020",292224
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2021",291963
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2022",291704
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2023",291448
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2024",291276
"Buenos Aires","San Isidro","Ambos sexos","06","756","0","2025",291097
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2010",278019
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2011",280822
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2012",283603
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2013",286386
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2014",289135
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2015",291845
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2016",294370
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2017",296861
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2018",299319
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2019",301740
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2020",304122
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2021",306469
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2022",308784
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2023",311065
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2024",313312
"Buenos Aires","San Miguel","Ambos sexos","06","760","0","2025",315526
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2010",376515
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2011",386131
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2012",395623
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2013",404649
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2014",413442
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2015",422108
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2016",430660
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2017",438906
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2018",447040
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2019",455056
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2020",462998
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2021",470776
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2022",478432
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2023",485999
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2024",493467
"Buenos Aires","Tigre","Ambos sexos","06","805","0","2025",500615
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2010",343338
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2011",343441
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2012",343537
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2013",343617
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2014",343701
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2015",343792
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2016",343877
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2017",343917
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2018",343961
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2019",344011
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2020",344067
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2021",344117
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2022",344172
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2023",344221
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2024",344296
"Buenos Aires","Tres de Febrero","Ambos sexos","06","840","0","2025",344354
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2010",272389
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2011",271677
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2012",271078
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2013",270598
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2014",270139
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2015",269705
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2016",269294
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2017",268897
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2018",268509
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2019",268064
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2020",267655
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2021",267257
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2022",266880
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2023",266538
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2024",266203
"Buenos Aires","Vicente López","Ambos sexos","06","861","0","2025",265885
"Buenos Aires","Adolfo Alsina","Ambos sexos","06","007","0","2010",17222
"Buenos Aires","Adolfo Alsina","Ambos sexos","06","007","0","2011",17249
"Buenos Aires","Adolfo Alsina","Ambos sexos","06","007","0","2012",17276
"Buenos Aires","Adolfo Alsina","Ambos sexos","06","007","0","2013",17303
